Attendee ID,Event Id,Attendee Record Type,Company Name,Company Type,Job Title,Amount,Country,Weeks Out (by Close Date),Prospect Type,Lead Type,Stage
0062000000k3CUP,70120000000xK9b,Delegates,RaNA Therapeutics,Drug Developer,Senior Scientist Research & Development,1348.50,United States,5,AtL,Direct web booking,Workshops Only
0062000000k3CeZ,70120000000xK9b,Delegates,Invetech Inc.,Equipment & Service Providers,Cell Therapy Manager,1798.50,Australia,5,AtL,Direct web booking,Workshops Only
0062000000k3zDT,70120000000xK9b,Delegates,Cell Design Labs,Drug Developer,Project Manager,3237.98,United States,3,AtL,Speaker referral,Confirmed Delegate
0062000000k3Cqk,70120000000xK9b,Delegates,Kite Pharma Inc,Drug Developer,Head,4796.25,United Kingdom,5,AtL,Incomplete registration,Confirmed Delegate
0062000000jV6LT,70120000000xK9b,Delegates,Haemonetics Corporation,Equipment & Service Providers,Vice President & Senior Director - Global Research & Development R& D,2169.46,United States,11,AtL,Active enquiry,Confirmed Delegate
0062000000jV6Nt,70120000000xK9b,Delegates,Haemonetics Corporation,Equipment & Service Providers,Director Global Product Management,2169.46,United States,11,AtL,Active enquiry,Confirmed Delegate
0062000000jVJy8,70120000000xK9b,Delegates,Cryoport,Supply Chain,Senior Vice President - Client Services & Consulting,2963.24,United States,0,AtL,Direct web booking,Confirmed Delegate
0062000000kbrG7,70120000000xK9b,Delegates,RaNA Therapeutics,Drug Developer,,2145.26,,7,AtL,Direct web booking,Confirmed Delegate
0062000000kpGi3,70120000000xK9b,Delegates,Lentigen Corp,Equipment & Service Providers,Technical Sales Representative,1216.00,United States,2,AtL,Spex referral,Confirmed Documentation
0062000000kp96u,70120000000xK9b,Delegates,Haemonetics Corporation,Equipment & Service Providers,,2169.46,,11,AtL,Active enquiry,Confirmed Delegate
0062000000kpHM3,70120000000xK9b,Delegates,Miltenyi Biotec,Drug Developer,"Director, Regulatory Affairs Regulatory Affairs",728.99,United States,1,AtL,Spex referral,Workshops Only
0062000000koulU,70120000000xK9b,Delegates,NexImmune Inc,Drug Developer,COO Operations,2962.48,United States,1,AtL,Incomplete registration,Confirmed Delegate
0062000000kovGw,70120000000xK9b,Delegates,Peking University.,Research Institute,Professor,2580.96,China,1,AtL,Incomplete registration,Workshop Upgrade
0062000000kpOUD,70120000000xK9b,Delegates,BD Technologies,Equipment & Service Providers,Vice President Scientific Affairs,1399.30,United States,23,AtL,Direct web booking,Confirmed Delegate
0062000000kqYLC,70120000000xK9b,Delegates,C4 Therapeutics Inc,Drug Developer,Director - Target Biology,4796.25,United States,5,AtL,Active enquiry,Confirmed Delegate
0062000000kqF09,70120000000xK9b,Delegates,AES Clean Technology,Equipment & Service Providers,Executive Director,1366.48,United States,0,AtL,Direct web booking,Workshop Upgrade
0062000000kqZDJ,70120000000xK9b,Delegates,Jefferies LLC,,Senior Analyst - Research,1822.48,United States,-1,AtL,Direct web booking,Workshops Only
0062000000kq4o2,70120000000xK9b,Delegates,Science Exchange,Equipment & Service Providers,Account Manager,2737.26,United States,10,AtL,Direct web booking,Confirmed Delegate
0062000000kqBHD,70120000000xK9b,Delegates,Huron Consulting Group,Consultant,Consultant,1822.48,United States,0,AtL,Direct web booking,Workshops Only
0062000000kpowx,70120000000xK9b,Delegates,"Biosafe America, Inc.",Equipment & Service Providers,Area Manager,2794.37,United States,1,AtL,Spex referral,Workshops Only
0062000000kpoyU,70120000000xK9b,Delegates,"Biosafe America, Inc.",Equipment & Service Providers,Applications Development Manager,2794.37,United States,1,AtL,Spex referral,Workshops Only
0062000000kqBUd,70120000000xK9b,Delegates,Deerfield,Healthcare Providers,Director,1366.48,United States,0,AtL,Incomplete registration,Workshops Only
0062000000kqMVh,70120000000xK9b,Delegates,Affimed GmbH,Drug Developer,Head of Program,2279.24,Germany,0,AtL,Direct web booking,Confirmed Delegate
0062000000kpiPZ,70120000000xK9b,Delegates,Eli Lilly & Co.,Drug Developer,Manager,2145.26,United States,7,AtL,Incomplete registration,Confirmed Delegate
0062000000kqND0,70120000000xK9b,Delegates,Peking University.,Research Institute,Professor,1367.54,China,0,AtL,Direct web booking,Confirmed Delegate
0062000000kqNRC,70120000000xK9b,Delegates,"Biosafe America, Inc.",Equipment & Service Providers,Area Manager,1140.00,United States,0,AtL,Spex referral,Confirmed Documentation
0062000000kqNSe,70120000000xK9b,Delegates,"Biosafe America, Inc.",Equipment & Service Providers,Applications Development Manager,1140.00,United States,0,AtL,Spex referral,Confirmed Documentation
0062000000iZFr1,70120000000xK9b,Delegates,Prescient Healthcare Group,Equipment & Service Providers,Principal - Oncology,5029.05,United States,7,AtL,Direct web booking,Confirmed Delegate
0062000000iZGG7,70120000000xK9b,Delegates,EMD Serono,Drug Developer,Chief Medical Officer,2145.26,United States,7,AtL,Direct web booking,Confirmed Delegate
0062000000jD20L,70120000000xK9b,Delegates,Quad Technologies,Equipment & Service Providers,Chief Executive Officer & Co-Founder,1348.50,United States,3,AtL,Active enquiry,Workshops Only
0062000000iXmfI,70120000000xK9b,Delegates,The Jackson Laboratory,Equipment & Service Providers,General Manager - Distribution & Global Logistics,2309.30,United States,20,AtL,SPEX blowout,No Show
0062000000iXfpW,70120000000xK9b,Delegates,Kite Pharma Inc,Drug Developer,Associate Scientist,2168.60,United States,20,AtL,Direct web booking,Confirmed Delegate
0062000000iXg4H,70120000000xK9b,Delegates,Avail Bio,Drug Developer,Senior Vice President - Research,2657.90,United States,20,AtL,Brochure download,Confirmed Delegate
0062000000iZ2G0,70120000000xK9b,Delegates,Amgen Inc.,Drug Developer,Senior Medical Science Liaison (Oncology),1631.32,United States,19,AtL,Direct web booking,Confirmed Delegate
0062000000iPxO5,70120000000xK9b,Delegates,Lonza,Equipment & Service Providers,Associate Director - Commercial Development & Cell Therapy,1189.41,Switzerland,21,AtL,Spex referral,Confirmed Delegate
0062000000iQ2BA,70120000000xK9b,Delegates,Sanquin,Equipment & Service Providers,Business Development Manager Business Development,1399.30,Netherlands,21,AtL,Active enquiry,Confirmed Delegate
0062000000iPomg,70120000000xK9b,Delegates,Northeastern University,Research Institute,Professor - Chemical Engineering,839.30,United States,21,AtL,Click through,Confirmed Delegate
0062000000jBdDf,70120000000xK9b,Delegates,OriGen Biomedical,Equipment & Service Providers,"Director ,President & Chief Executive Officer- Marketing & Sales",1020.00,United States,18,AtL,Spex referral,Confirmed Documentation
0062000000iPpdj,70120000000xK9b,Delegates,Adaptimmune Therapeutics plc.,Drug Developer,Director - Regulatory Affairs,1399.30,United States,21,AtL,Incomplete registration,Confirmed Delegate
0062000000iPvG9,70120000000xK9b,Delegates,Sorrento Therapeutics Inc.,Drug Developer,Senior Vice President - Immunotherapy,1399.30,United States,21,AtL,Direct web booking,No Show
0062000000jDL7C,70120000000xK9b,Delegates,Baxalta Inc.,Drug Developer,Chief Commercial Officer,3532.60,United States,16,AtL,Brochure download,No Show
0062000000jDn9m,70120000000xK9b,Delegates,"F1 Oncology, Inc",Equipment & Service Providers,Vice President Synthetic Biology and Immunology,1631.32,United States,15,AtL,Direct web booking,Confirmed Delegate
0062000000jDnCv,70120000000xK9b,Delegates,"F1 Oncology, Inc",Equipment & Service Providers,"Vice President - Discovery, Preclinical Research & Platform Development",1631.32,United States,15,AtL,Direct web booking,Confirmed Delegate
0062000000jDrCq,70120000000xK9b,Delegates,CTI Clinical Trial & Consulting,Association,Business Development,2243.32,United States,16,AtL,SPEX blowout,Confirmed Delegate
0062000000jNaNl,70120000000xK9b,Delegates,GlaxoSmithKline Plc,Drug Developer,"Vice President & Head of Pipeline, Oncology Commercial Strategy & Global Franchise Operations",1348.50,United States,3,AtL,Direct web booking,Workshops Only
0062000000jFkz3,70120000000xK9b,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Director - Commercial Apheresis Operations,2698.50,United States,6,AtL,Incomplete registration,Confirmed Delegate
0062000000jFbpu,70120000000xK9b,Delegates,Memorial Sloan Kettering Cancer Center,Healthcare Providers,Director - Cell Therapy & Cell Engineering Facility Lab,289.39,United States,13,AtL,Speaker referral,Workshops Only
0062000000jDhrU,70120000000xK9b,Delegates,Matrix Capital,Financial Services,Senior Managing Director,2243.32,United States,16,AtL,Direct web booking,Confirmed Delegate
0062000000jO1Rr,70120000000xK9b,Delegates,University of Science & Technology of China,Research Institute,Professor & Executive Director - Program of Biotechnology,1366.48,China,1,AtL,Brochure download,Workshops Only
0062000000jO2nB,70120000000xK9b,Delegates,Haemonetics Corporation,Equipment & Service Providers,"Snr Group Manager, Neural Technology Engineering",899.25,United States,2,AtL,Active enquiry,Workshops Only
0062000000jTNW4,70120000000xK9b,Delegates,US Food & Drug Administration (FDA),Regulator,MD CBER,1553.11,United States,9,AtL,Production referral,Confirmed Delegate
0062000000jO0Dd,70120000000xK9b,Delegates,Servier,Drug Developer,Global Product Strategy Lead,3747.00,France,6,AtL,Direct web booking,Confirmed Delegate
0062000000k7OBK,70120000000xK9b,Delegates,Hospital Israelita Albert Einstein,Healthcare Providers,Director & Superintendent,1123.65,Brazil,6,AtL,Active enquiry,Workshops Only
0062000000k7OCI,70120000000xK9b,Delegates,Hospital Israelita Albert Einstein,Healthcare Providers,Medical Director,1498.20,Brazil,6,AtL,Active enquiry,Workshops Only
0062000000k7PPX,70120000000xK9b,Delegates,Acetylon Pharmaceuticals Inc.,Drug Developer,Senior Director - Medical Medical,2022.75,United States,6,AtL,Brochure download,Workshop Upgrade
0062000000k7RKx,70120000000xK9b,Delegates,Sartorius,Equipment & Service Providers,Field Applications Specialist,1259.37,United States,23,AtL,Spex referral,Confirmed Delegate
0062000000huBYm,70120000000xK9b,Delegates,Invetech Inc.,Equipment & Service Providers,Gerente,1189.38,United States,29,AtL,Spex referral,Confirmed Delegate
0062000000huBgH,70120000000xK9b,Delegates,Invetech Inc.,Equipment & Service Providers,"Vice President - Business Development, Regenerative Medicine, Cell & Gene Therapy",1189.38,United States,29,AtL,Spex referral,Confirmed Delegate
0062000000iOvms,70120000000xK9b,Delegates,Kite Pharma Inc,Drug Developer,Senior Scientist - Research,1259.37,United States,22,AtL,Speaker referral,Confirmed Delegate
0062000000hv7bj,70120000000xK9b,Delegates,Tsinghua University,Research Institute,CEO,1439.27,China,24,AtL,Active enquiry,Confirmed Delegate
0062000000iP0oz,70120000000xK9b,Delegates,Sartorius,Equipment & Service Providers,Regional Manager - Sales,1259.37,United States,23,AtL,Spex referral,Confirmed Delegate
0062000000iP0wy,70120000000xK9b,Delegates,Sartorius,Equipment & Service Providers,"Global Manager - Product , Cell Culture Media, Cell Therapy & Vaccines Cell Culture Media, Cell Therapy & Vaccines",1259.37,United States,23,AtL,Spex referral,Confirmed Delegate
0062000000hvAkj,70120000000xK9b,Delegates,BD Technologies,Equipment & Service Providers,"Vice President Technology, Strategy & Development Technology, Strategy & Development",2737.26,United States,9,AtL,SPEX blowout,Confirmed Delegate
0062000000hvAl4,70120000000xK9b,Delegates,Thermo Fisher Scientific Inc.,Equipment & Service Providers,Sr.Manager RD,2243.32,Norway,16,AtL,Active enquiry,Confirmed Delegate
0062000000hvAlH,70120000000xK9b,Delegates,MaxCyte,Equipment & Service Providers,Chief Scientific Officer & Executive Vice President - Cellular Therapies,1798.50,United States,4,AtL,Spex referral,Workshops Only
0062000000hvAlY,70120000000xK9b,Delegates,Stemcell Technologies,Equipment & Service Providers,Director - Immunology,3476.52,Canada,9,AtL,SPEX blowout,Confirmed Delegate
0062000000iO1hZ,70120000000xK9b,Delegates,Pfizer,Drug Developer,Senior Vice President - Early Clinical Development,1295.34,United States,24,AtL,Active enquiry,No Show
0062000000iOjF5,70120000000xK9b,Delegates,Acetylon Pharmaceuticals Inc.,Drug Developer,Senior Director - Medical Medical,1399.30,United States,22,AtL,Click through,Confirmed Delegate
0062000000k4Sk3,70120000000xK9b,Delegates,Rubius Therapeutics,Healthcare Providers,Chief Scientific Officer,2071.26,United States,9,AtL,Direct web booking,No Show
0062000000k4VrT,70120000000xK9b,Delegates,Albor Biologics,,Director,2071.26,United States,9,AtL,Direct web booking,Confirmed Delegate
0062000000k4W3e,70120000000xK9b,Delegates,AES Clean Technology,Equipment & Service Providers,Executive Director,3476.52,United States,9,AtL,Direct web booking,Confirmed Delegate
0062000000k4lEu,70120000000xK9b,Delegates,Thermo Fisher Scientific Inc.,Equipment & Service Providers,Global Director - Cell Therapy Business,2737.26,United States,9,AtL,Direct web booking,Confirmed Delegate
0062000000k4lJp,70120000000xK9b,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Senior Director,2071.26,United States,9,AtL,Direct web booking,Confirmed Delegate
0062000000k6Aeo,70120000000xK9b,Delegates,"F1 Oncology, Inc",Equipment & Service Providers,Senior Director - Intellectual Property Strategy & Licensing IP Strategy & Licensing,2145.26,United States,8,AtL,Direct web booking,Confirmed Delegate
0062000000k6Qly,70120000000xK9b,Delegates,MedImmune,Drug Developer,Senior Director - Oncology Research Oncology Research,2145.26,United States,7,AtL,Direct web booking,Confirmed Delegate
0062000000k6EFs,70120000000xK9b,Delegates,Servier,Drug Developer,Chief Operating Officer - Research & Development,3747.00,France,6,AtL,Brochure download,Confirmed Delegate
0062000000k6vR8,70120000000xK9b,Delegates,HuaCells,Equipment & Service Providers,Chief Executive Officer,3550.52,United States,7,AtL,Direct web booking,Confirmed Delegate
0062000000k6nxF,70120000000xK9b,Delegates,Immatics GmbH,Drug Developer,Chief Technology Officer Technology,3179.78,United States,7,AtL,Direct web booking,Confirmed Delegate
0062000000k6vYT,70120000000xK9b,Delegates,Shire Pharmaceuticals,Drug Developer,Clinical Scientist & Associate Director,665.26,United States,7,AtL,Direct web booking,Workshops Only
0062000000k6vZx,70120000000xK9b,Delegates,Shire Pharmaceuticals,Drug Developer,Medical Director,665.26,United States,7,AtL,Direct web booking,Workshop Upgrade
0062000000k6veE,70120000000xK9b,Delegates,GlaxoSmithKline Plc,Drug Developer,"Vice President, Medicine Commercial Leader, Oncology Cell Therapy",3179.78,United States,7,AtL,Direct web booking,Confirmed Delegate
0062000000k7A2Z,70120000000xK9b,Delegates,GE Healthcare,Equipment & Service Providers,"Granulocyte, Monocyte Cell & Gene Therapy Strategy Professional Drug Discovery",2849.25,United States,6,AtL,Spex referral,Confirmed Delegate
0062000000k7Baw,70120000000xK9b,Delegates,City of Hope Medical Center,Drug Developer,Assistant Professor,2562.75,United States,6,AtL,Brochure download,Confirmed Delegate
0062000000k7BfX,70120000000xK9b,Delegates,City of Hope National Medical Center,Research Institute,Professor - Research,2248.20,United States,6,AtL,Brochure download,Confirmed Delegate
0062000000k7DT4,70120000000xK9b,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,Vice President - Global Program Leadership & Cell Therapy,2698.50,United States,6,AtL,Direct web booking,Confirmed Delegate
0062000000k7DUg,70120000000xK9b,Delegates,Servier,Drug Developer,Director - Program & External Innovation,3222.75,France,6,AtL,Direct web booking,Confirmed Delegate
0062000000k7DWD,70120000000xK9b,Delegates,Immatics GmbH,Drug Developer,Director - Translational Development Product Science,1956.83,United States,6,AtL,Direct web booking,Confirmed Delegate
0062000000k7DWS,70120000000xK9b,Delegates,Juno Therapeutics,Drug Developer,Associate Scientist Biomarker Development,2174.25,United States,6,AtL,Direct web booking,Confirmed Delegate
0062000000k6vB0,70120000000xK9b,Delegates,Shire Pharmaceuticals,Drug Developer,Medical Director,2662.52,United States,7,AtL,Direct web booking,Confirmed Delegate
0062000000k6kOQ,70120000000xK9b,Delegates,Immatics GmbH,Drug Developer,Chief Business Officer,2145.26,Germany,7,AtL,Direct web booking,Confirmed Delegate
0062000000k4IGf,70120000000xK9b,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,Vice President International Regulatory Affairs Regulatory,2070.82,United States,10,BtL,Sales research,Confirmed Delegate
0062000000k3RaM,70120000000xK9b,Delegates,Berkeley Lights,Equipment & Service Providers,Vice President - Business Development,2243.32,United States,19,AtL,SPEX blowout,Confirmed Delegate
0062000000k4ILL,70120000000xK9b,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,Associate Director - Regulatory Affairs & Senior Manager Senior Manager,2070.82,United Kingdom,10,BtL,Sales research,Confirmed Delegate
0062000000k4IOF,70120000000xK9b,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,"Senior Director - Regulatory Affairs, EU Disease Lead, Immuno-Oncology & Lymphoma Regulatory Affairs",1657.01,Switzerland,10,BtL,Sales research,Confirmed Delegate
0062000000k4IXR,70120000000xK9b,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,Director - Regulatory Affairs,2484.63,United Kingdom,10,BtL,Sales research,Confirmed Delegate
0062000000k3Soa,70120000000xK9b,Delegates,Dana-Farber Cancer Institute,Hospitals,Clinical Nurse Specialist,839.30,United States,22,BtL,Allocated List,Confirmed Delegate
0062000000jWbJI,70120000000xK9b,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,Executive Director - Quality Operations Cellular Therapeutics,2484.63,United States,10,AtL,Production referral,Confirmed Delegate
0062000000k43PO,70120000000xK9b,Delegates,Eureka Therapeutics,Drug Developer,Clinical Development & Project Manager & Scientist,1348.50,United States,4,AtL,Active enquiry,Workshop Upgrade
0062000000k3EYl,70120000000xK9b,Delegates,Berkeley Lights,Equipment & Service Providers,Vice President - Genomics Marketing,2774.25,United States,5,BtL,Allocated List,Confirmed Delegate
0062000000jUqMZ,70120000000xK9b,Delegates,Pfizer,Drug Developer,Principal Scientist,2316.74,United States,11,BtL,Allocated List,Confirmed Delegate
0062000000jVU88,70120000000xK9b,Delegates,Pfizer,Drug Developer,Associate Fellow - Research & Cell Therapy Analytical Development Research,1545.04,United States,11,BtL,Sales research,Confirmed Delegate
0062000000jVU9k,70120000000xK9b,Delegates,Pfizer,Drug Developer,Senior Director - Clinical Pharmacology & Biotechnology Clinical Development,1930.89,United States,11,BtL,Sales Research ? Salesforce,Confirmed Delegate
0062000000jVaIf,70120000000xK9b,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,Chief Development Officer,2484.63,United States,10,AtL,Brochure download,Confirmed Delegate
0062000000jVpoz,70120000000xK9b,Delegates,Pfizer,Drug Developer,Quality Assurance Manager Quality Assurance,2070.82,United States,11,BtL,Sales Research ? Salesforce,Confirmed Delegate
0062000000jVpqv,70120000000xK9b,Delegates,Pfizer,Drug Developer,Manager,2070.82,United States,11,BtL,Sales research,Confirmed Delegate
0062000000jVfNi,70120000000xK9b,Delegates,Pfizer,Drug Developer,Senior Director - Process & Product Development,2316.74,United States,11,BtL,Allocated List,Confirmed Delegate
0062000000jVJty,70120000000xK9b,Delegates,Thermo Fisher Scientific Inc.,Equipment & Service Providers,R&D Director,2811.26,United States,7,BtL,Allocated List,Confirmed Delegate
0062000000kovwX,70120000000xK9b,Delegates,MasTherCell,Equipment & Service Providers,Marketing And Communication Officer,2243.32,Belgium,19,AtL,Spex referral,Confirmed Delegate
0062000000kpZI7,70120000000xK9b,Delegates,California Institute for Biomedical Research (Calibr),Research Institute,Vice President & Director - Protein Sciences & Biologics,1366.48,United States,1,BtL,Allocated List,Workshop Upgrade
0062000000kqEyI,70120000000xK9b,Delegates,ZIOPHARM Oncology,Drug Developer,Vice President - Research & Development Research & Development,1366.48,United States,0,BtL,Sales Research ? Salesforce,Workshop Upgrade
0062000000kpgOn,70120000000xK9b,Delegates,ZS Associates,Consultant,Principal,2619.72,United States,1,BtL,Click through,Workshop Upgrade
0062000000kpi1M,70120000000xK9b,Delegates,Pfizer,Drug Developer,QA Director,2070.82,United States,11,BtL,Allocated List,Confirmed Delegate
0062000000iY9Ir,70120000000xK9b,Delegates,Medigene AG,Drug Developer,Chief Executive & Scientific Officer,950.64,Germany,19,AtL,Production referral,Workshops Only
0062000000iZIRb,70120000000xK9b,Delegates,CTI Clinical Trial & Consulting,Association,Senior Director,2737.26,United States,11,BtL,Allocated List,Confirmed Delegate
0062000000jD2ou,70120000000xK9b,Delegates,Pfizer,Drug Developer,Associate Research Fellow,2606.33,United States,12,BtL,Sales research,Confirmed Delegate
0062000000iXmgG,70120000000xK9b,Delegates,Kite Pharma Inc,Drug Developer,Cellular Therapy Account Manager,489.30,United States,20,AtL,Speaker referral,Workshop Upgrade
0062000000iYBJV,70120000000xK9b,Delegates,Adaptimmune Therapeutics plc.,Drug Developer,Senior Director - Translational Sciences,2895.92,United States,14,BtL,Allocated List,Confirmed Delegate
0062000000iXdvG,70120000000xK9b,Delegates,Unum Therapeutics,Drug Developer,Chief Medical Officer,1467.90,United States,20,BtL,Allocated List,Workshop Upgrade
0062000000iXqTU,70120000000xK9b,Delegates,Pfizer,Drug Developer,Principal Scientist,2606.33,United States,12,BtL,Sales Research ? Salesforce,Confirmed Delegate
0062000000iZFpq,70120000000xK9b,Delegates,Juno Therapeutics,Drug Developer,Director,1685.31,United States,16,BtL,Allocated List,Confirmed Delegate
0062000000jCyc4,70120000000xK9b,Delegates,Dana-Farber Cancer Institute,Hospitals,Vice President of Pharmacy Services,978.79,United States,17,BtL,Allocated List,Confirmed Delegate
0062000000jCygf,70120000000xK9b,Delegates,Dana-Farber Cancer Institute,Hospitals,Research Pharmacy Manager,978.79,United States,17,BtL,Allocated List,Confirmed Delegate
0062000000jCISK,70120000000xK9b,Delegates,Dana-Farber Cancer Institute,Hospitals,Vice President of Ambulatory Services,978.79,United States,17,BtL,Sales research,Confirmed Delegate
0062000000jCySA,70120000000xK9b,Delegates,Dana-Farber Cancer Institute,Hospitals,Vice President - Hematopoietic Stem Cell Transplantation & Cellular Therapies Cellular Therapies,285.19,United States,16,BtL,Allocated List,Workshop Upgrade
0062000000iZhva,70120000000xK9b,Delegates,Winship Cancer Institute of Emory University,Research Institute,"Professor - Medicine, Pathology, Hematology & Oncology & Director - Regenerative Medicine Engineering",2484.18,United States,8,AtL,Active enquiry,Confirmed Delegate
0062000000iZhwS,70120000000xK9b,Delegates,Adaptive Biotechnologies,Equipment & Service Providers,President - Adaptive Therapeutics,2243.32,United States,16,BtL,Click through,Confirmed Delegate
0062000000jERi5,70120000000xK9b,Delegates,Cellectis,Drug Developer,Director - Regulatory Affairs,2329.67,United States,9,BtL,Click through,Confirmed Delegate
0062000000jERqj,70120000000xK9b,Delegates,GlaxoSmithKline Plc,Drug Developer,Director & Head of External Cooperations & Oncology Cell Therapy,1864.14,United States,10,BtL,Sales Research ? Salesforce,Confirmed Delegate
0062000000iZP5J,70120000000xK9b,Delegates,Intrexon Corporation,Equipment & Service Providers,"Director, CMC Biologics",2463.54,United States,10,BtL,SPEX blowout,Confirmed Delegate
0062000000jO1MS,70120000000xK9b,Delegates,Tianjin Medical University Cancer Institute & Hospital,Research Institute,Research Assistant,863.27,China,24,AtL,Direct web booking,Confirmed Delegate
0062000000jO2od,70120000000xK9b,Delegates,Virttu Biologics,Equipment & Service Providers,RD Manager Research and Development,1889.33,United Kingdom,2,AtL,Production referral,Confirmed Delegate
0062000000jSzPq,70120000000xK9b,Delegates,Advanced Accelerator Applications,Drug Developer,Senior Scientist - Research,3105.78,United States,9,BtL,Sales Research ? Salesforce,Confirmed Delegate
0062000000jNjx7,70120000000xK9b,Delegates,American Red Cross,Charity,National Director - Direct Patient Care Services,809.10,United States,3,BtL,Sales research,Workshops Only
0062000000jNkx4,70120000000xK9b,Delegates,Thermo Fisher Scientific Inc.,Equipment & Service Providers,Leader & Director - Pharmaceutical Analytics Research & development,4722.75,United States,2,BtL,Sales Research ? Salesforce,Confirmed Delegate
0062000000jEbSD,70120000000xK9b,Delegates,WIRB-Copernicus Group,Drug Developer,Senior Director - Biosafety & Gene Therapy & Senior Advisor - Scientific & Gene Therapy,2552.30,United States,14,AtL,Content download,Confirmed Delegate
0062000000jNgSG,70120000000xK9b,Delegates,"TIanjin Medical University, Cancer Hospital",Research Institute,Research Assistant,863.27,China,24,AtL,Direct web booking,Confirmed Delegate
0062000000jEbSc,70120000000xK9b,Delegates,Sofinnova Partners,General Financial,Principal,2963.24,France,1,BtL,Content download,Confirmed Delegate
0062000000jO4st,70120000000xK9b,Delegates,Thermo Fisher Scientific Inc.,Equipment & Service Providers,Scientist III,4722.75,United States,2,BtL,Sales research,Confirmed Delegate
0062000000hQFfG,70120000000xK9b,Delegates,TCR2 Therapeutics,Drug Developer,Chief Scientific Officer,1119.44,United States,23,BtL,Allocated List,Confirmed Delegate
0062000000hXfNp,70120000000xK9b,Delegates,Poseida Therapeutics,Drug Developer,"Chief Scientific Officer, Cell Therapies Preclinical Development & Immuno Oncology",1631.32,United States,17,BtL,Allocated List,Confirmed Delegate
0062000000hvAnN,70120000000xK9b,Delegates,Unum Therapeutics,Drug Developer,Senior Vice President - Operations,2106.64,United States,16,AtL,Brochure download,Confirmed Delegate
0062000000hvAnV,70120000000xK9b,Delegates,Dana-Farber Cancer Institute,Hospitals,"Associate Chief Nurse, Research",978.79,United States,17,BtL,Allocated List,Confirmed Delegate
0062000000hvAna,70120000000xK9b,Delegates,Unum Therapeutics,Drug Developer,Chief Medical Officer,1399.30,United States,22,BtL,Allocated List,Confirmed Delegate
0062000000iOvmY,70120000000xK9b,Delegates,Kite Pharma Inc,Drug Developer,Cellular Therapy Account Manager,1259.37,United States,23,AtL,Speaker referral,Confirmed Delegate
0062000000hvAjk,70120000000xK9b,Delegates,GE Healthcare,Equipment & Service Providers,Cell & Gene Therapy Enterprise Technical Leader,2811.26,United States,7,AtL,Sponsor booking,Confirmed Delegate
0062000000hvAjs,70120000000xK9b,Delegates,Bionique Testing Laboratories Inc,Equipment & Service Providers,"Director - Research, Development & Molecular Diagnostics",2922.64,United States,17,BtL,Click through,Confirmed Delegate
0062000000hvAjy,70120000000xK9b,Delegates,Alliance for Regenerative Medicine,Healthcare Providers,Director - Membership & Advocacy,819.89,United States,0,BtL,Allocated List,Workshops Only
0062000000hvAk8,70120000000xK9b,Delegates,Lonza,Equipment & Service Providers,Vice President of Strategic Innovation & Alliances Strategic Innovation,1189.41,United States,21,AtL,Spex referral,Confirmed Delegate
0062000000hvAkF,70120000000xK9b,Delegates,Lonza,Equipment & Service Providers,Senior Director & Head of Strategic Marketing & Commercial Development Market Intelligence,1189.41,Switzerland,21,AtL,Spex referral,Confirmed Delegate
0062000000hvAkO,70120000000xK9b,Delegates,ZIOPHARM Oncology,Drug Developer,Senior Vice President - Clinical Development & Medical Operations,2795.20,United States,9,BtL,Allocated List,Confirmed Delegate
0062000000hvAkP,70120000000xK9b,Delegates,CytomX Therapeutics,Drug Developer,Senior Scientist - Cancer Immunology Protein Chemistry,1631.32,United States,17,BtL,Click through,Confirmed Delegate
0062000000hvAkl,70120000000xK9b,Delegates,University Hospital of Cologne,Research Institute,Professor,839.30,Germany,21,BtL,Allocated List,No Show
0062000000hvAkr,70120000000xK9b,Delegates,Pfizer,Drug Developer,Senior Principal Scientist & Pharmaceutical Sciences Team Leader,1930.89,United States,11,BtL,Allocated List,Confirmed Delegate
0062000000hvAkv,70120000000xK9b,Delegates,California Institute for Biomedical Research (Calibr),Research Institute,Vice President & Director - Protein Sciences & Biologics,2071.26,United States,9,BtL,Allocated List,Confirmed Delegate
0062000000hvAlN,70120000000xK9b,Delegates,Juno Therapeutics,Drug Developer,Head of Biotherapeutics Discovery Discovery,1119.44,United States,22,AtL,Active enquiry,Confirmed Delegate
0062000000hvAlS,70120000000xK9b,Delegates,Washington University School of Medicine in St. Louis,University,Assistant Professor - Medicine,909.30,United States,21,BtL,Allocated List,Confirmed Delegate
0062000000hvAle,70120000000xK9b,Delegates,GE Healthcare,Equipment & Service Providers,Global Commercial Growth & Business Development Manger,2308.21,United States,7,AtL,Sponsor booking,Confirmed Delegate
0062000000hvAlh,70120000000xK9b,Delegates,Pfizer,Drug Developer,Director - Regulatory Affairs,3597.75,United States,5,BtL,Allocated List,Confirmed Delegate
